"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","POL","Poland","NBR","Number","0","Units",,,152,,
"VULNERABLE","Number of vulnerable species","MOSS","Mosses","POL","Poland","NBR","Number","0","Units",,,31,,
"VULNERABLE","Number of vulnerable species","LICHEN","Lichens","POL","Poland","NBR","Number","0","Units",,,165,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","POL","Poland","NBR","Number","0","Units",,,570,,
"THREATENED","Total number of threatened species","MOSS","Mosses","POL","Poland","NBR","Number","0","Units",,,83,,
"THREATENED","Total number of threatened species","LICHEN","Lichens","POL","Poland","NBR","Number","0","Units",,,545,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","POL","Poland","NBR","Number","0","Units",,,1080,,
"ENDANGERED_IND","Number of endangered indigenous species","MOSS","Mosses","POL","Poland","NBR","Number","0","Units",,,52,,
"ENDANGERED_IND","Number of endangered indigenous species","LICHEN","Lichens","POL","Poland","NBR","Number","0","Units",,,201,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","POL","Poland","NBR","Number","0","Units",,,358,,
"CRITICAL_IND","Number of critically endangered indigenous species","LICHEN","Lichens","POL","Poland","NBR","Number","0","Units",,,179,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","POL","Poland","NBR","Number","0","Units",,,152,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MOSS","Mosses","POL","Poland","NBR","Number","0","Units",,,31,,
"VULNERABLE_IND","Number of vulnerable indigenous species","LICHEN","Lichens","POL","Poland","NBR","Number","0","Units",,,165,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","POL","Poland","NBR","Number","0","Units",,,570,,
"THREATENED_IND","Total number of indigenous threatened species","MOSS","Mosses","POL","Poland","NBR","Number","0","Units",,,83,,
"THREATENED_IND","Total number of indigenous threatened species","LICHEN","Lichens","POL","Poland","NBR","Number","0","Units",,,545,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","POL","Poland","NBR","Number","0","Units",,,1080,,
"THREAT_PERCENT","Threatened species as % of known species","MOSS","Mosses","POL","Poland","PC","Percentage","0","Units",,,11.874,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","POL","Poland","PC","Percentage","0","Units",,,32.383,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","POL","Poland","PC","Percentage","0","Units",,,3.116,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MOSS","Mosses","POL","Poland","PC","Percentage","0","Units",,,11.925,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","LICHEN","Lichens","POL","Poland","PC","Percentage","0","Units",,,32.383,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","POL","Poland","PC","Percentage","0","Units",,,3.137,,
"TOT_KNOWN","Total number of known species","MOSS","Mosses","SVK","Slovak Republic","NBR","Number","0","Units",,,909,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","SVK","Slovak Republic","NBR","Number","0","Units",,,1508,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","SVK","Slovak Republic","NBR","Number","0","Units",,,24818,,
"ENDANGERED","Number of endangered species","MOSS","Mosses","SVK","Slovak Republic","NBR","Number","0","Units",,,104,,
"ENDANGERED","Number of endangered species","LICHEN","Lichens","SVK","Slovak Republic","NBR","Number","0","Units",,,48,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","SVK","Slovak Republic","NBR","Number","0","Units",,,401,,
"CRITICAL","Number of critically endangered species","MOSS","Mosses","SVK","Slovak Republic","NBR","Number","0","Units",,,95,,
"CRITICAL","Number of critically endangered species","LICHEN","Lichens","SVK","Slovak Republic","NBR","Number","0","Units",,,140,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","SVK","Slovak Republic","NBR","Number","0","Units",,,199,,
"VULNERABLE","Number of vulnerable species","MOSS","Mosses","SVK","Slovak Republic","NBR","Number","0","Units",,,112,,
"VULNERABLE","Number of vulnerable species","LICHEN","Lichens","SVK","Slovak Republic","NBR","Number","0","Units",,,169,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","SVK","Slovak Republic","NBR","Number","0","Units",,,1036,,
"THREATENED","Total number of threatened species","MOSS","Mosses","SVK","Slovak Republic","NBR","Number","0","Units",,,311,,
"THREATENED","Total number of threatened species","LICHEN","Lichens","SVK","Slovak Republic","NBR","Number","0","Units",,,357,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","SVK","Slovak Republic","NBR","Number","0","Units",,,1636,,
"THREAT_PERCENT","Threatened species as % of known species","MOSS","Mosses","SVK","Slovak Republic","PC","Percentage","0","Units",,,34.213,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","SVK","Slovak Republic","PC","Percentage","0","Units",,,23.674,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","SVK","Slovak Republic","PC","Percentage","0","Units",,,6.592,,
"TOT_KNOWN","Total number of known species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,996,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,713,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,3154,,
"TOT_KNOWN_IND","Total number of indigenous known species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,995,,
"TOT_KNOWN_IND","Total number of indigenous known species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,713,,
"TOT_KNOWN_IND","Total number of indigenous known species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,3039,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,5,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,5,,
"ENDANGERED","Number of endangered species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,58,,
"ENDANGERED","Number of endangered species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,96,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,358,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,61,,
"CRITICAL","Number of critically endangered species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,45,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,229,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,13,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,13,,
"VULNERABLE","Number of vulnerable species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,282,,
"VULNERABLE","Number of vulnerable species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,116,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,487,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,24,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,24,,
"THREATENED","Total number of threatened species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,401,,
"THREATENED","Total number of threatened species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,257,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,1074,,
"ENDANGERED_IND","Number of endangered indigenous species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,58,,
"ENDANGERED_IND","Number of endangered indigenous species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,96,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,358,,
"CRITICAL_IND","Number of critically endangered indigenous species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,61,,
"CRITICAL_IND","Number of critically endangered indigenous species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,45,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,229,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,282,,
"VULNERABLE_IND","Number of vulnerable indigenous species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,116,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,487,,
"THREATENED_IND","Total number of indigenous threatened species","MOSS","Mosses","CHE","Switzerland","NBR","Number","0","Units",,,401,,
"THREATENED_IND","Total number of indigenous threatened species","LICHEN","Lichens","CHE","Switzerland","NBR","Number","0","Units",,,257,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","CHE","Switzerland","NBR","Number","0","Units",,,1074,,
"THREAT_PERCENT","Threatened species as % of known species","MAMMAL","Mammals","CHE","Switzerland","PC","Percentage","0","Units",,,36.559,,
"THREAT_PERCENT","Threatened species as % of known species","BIRD","Birds","CHE","Switzerland","PC","Percentage","0","Units",,,34.634,,
"THREAT_PERCENT","Threatened species as % of known species","REPTILE","Reptiles","CHE","Switzerland","PC","Percentage","0","Units",,,78.947,,
"THREAT_PERCENT","Threatened species as % of known species","AMPHIBIAN","Amphibians","CHE","Switzerland","PC","Percentage","0","Units",,,68.421,,
"THREAT_PERCENT","Threatened species as % of known species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","PC","Percentage","0","Units",,,25.641,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","CHE","Switzerland","PC","Percentage","0","Units",,,34.286,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","CHE","Switzerland","PC","Percentage","0","Units",,,34.286,,
"THREAT_PERCENT","Threatened species as % of known species","MOSS","Mosses","CHE","Switzerland","PC","Percentage","0","Units",,,40.261,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","CHE","Switzerland","PC","Percentage","0","Units",,,36.045,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","CHE","Switzerland","PC","Percentage","0","Units",,,34.052,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MOSS","Mosses","CHE","Switzerland","PC","Percentage","0","Units",,,40.302,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","LICHEN","Lichens","CHE","Switzerland","PC","Percentage","0","Units",,,36.045,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","CHE","Switzerland","PC","Percentage","0","Units",,,35.341,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,2875,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,36242,,
"ENDANGERED","Number of endangered species","MOSS","Mosses","GBR","United Kingdom","NBR","Number","0","Units",,,37,,
"ENDANGERED","Number of endangered species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,34,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,380,,
"CRITICAL","Number of critically endangered species","MOSS","Mosses","GBR","United Kingdom","NBR","Number","0","Units",,,23,,
"CRITICAL","Number of critically endangered species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,45,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,90,,
"VULNERABLE","Number of vulnerable species","MOSS","Mosses","GBR","United Kingdom","NBR","Number","0","Units",,,63,,
"VULNERABLE","Number of vulnerable species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,111,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,428,,
"THREATENED","Total number of threatened species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,190,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,898,,
"ENDANGERED_IND","Number of endangered indigenous species","MOSS","Mosses","GBR","United Kingdom","NBR","Number","0","Units",,,37,,
"ENDANGERED_IND","Number of endangered indigenous species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,34,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,380,,
"CRITICAL_IND","Number of critically endangered indigenous species","MOSS","Mosses","GBR","United Kingdom","NBR","Number","0","Units",,,23,,
"CRITICAL_IND","Number of critically endangered indigenous species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,45,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,90,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MOSS","Mosses","GBR","United Kingdom","NBR","Number","0","Units",,,63,,
"VULNERABLE_IND","Number of vulnerable indigenous species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,111,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,428,,
"THREATENED_IND","Total number of indigenous threatened species","MOSS","Mosses","GBR","United Kingdom","NBR","Number","0","Units",,,123,,
"THREATENED_IND","Total number of indigenous threatened species","LICHEN","Lichens","GBR","United Kingdom","NBR","Number","0","Units",,,190,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","GBR","United Kingdom","NBR","Number","0","Units",,,898,,
"THREAT_PERCENT","Threatened species as % of known species","MAMMAL","Mammals","GBR","United Kingdom","PC","Percentage","0","Units",,,11.111,,
"THREAT_PERCENT","Threatened species as % of known species","BIRD","Birds","GBR","United Kingdom","PC","Percentage","0","Units",,,22.712,,
"THREAT_PERCENT","Threatened species as % of known species","LICHEN","Lichens","GBR","United Kingdom","PC","Percentage","0","Units",,,6.609,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","GBR","United Kingdom","PC","Percentage","0","Units",,,2.478,,
"TOT_KNOWN","Total number of known species","MOSS","Mosses","CHL","Chile","NBR","Number","0","Units",,,1327,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","CHL","Chile","NBR","Number","0","Units",,,1383,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,15466,,
"TOT_KNOWN_IND","Total number of indigenous known species","MOSS","Mosses","CHL","Chile","NBR","Number","0","Units",,,1327,,
"TOT_KNOWN_IND","Total number of indigenous known species","LICHEN","Lichens","CHL","Chile","NBR","Number","0","Units",,,1383,,
"TOT_KNOWN_IND","Total number of indigenous known species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,15466,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,61,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,10,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,32,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,22,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,114,,
"ENDANGERED_IND","Number of endangered indigenous species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,61,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,2,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","CHL","Chile","NBR","Number","0","Units",,,10,,
"CRITICAL_IND","Number of critically endangered indigenous species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,32,,
"VULNERABLE_IND","Number of vulnerable indigenous species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,22,,
"THREATENED_IND","Total number of indigenous threatened species","INVERTEB","Invertebrates","CHL","Chile","NBR","Number","0","Units",,,114,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","CHL","Chile","PC","Percentage","0","Units",,,0.737,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","INVERTEB","Invertebrates","CHL","Chile","PC","Percentage","0","Units",,,0.737,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","COL","Colombia","NBR","Number","0","Units",,,492,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","COL","Colombia","NBR","Number","0","Units",,,1921,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","COL","Colombia","NBR","Number","0","Units",,,537,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","COL","Colombia","NBR","Number","0","Units",,,803,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","COL","Colombia","NBR","Number","0","Units",,,27881,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,3435,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,2000,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,1435,,
"TOT_KNOWN","Total number of known species","MOSS","Mosses","COL","Colombia","NBR","Number","0","Units",,,1649,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","COL","Colombia","NBR","Number","0","Units",,,1674,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","COL","Colombia","NBR","Number","0","Units",,,15269,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","COL","Colombia","NBR","Number","0","Units",,,34,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","COL","Colombia","NBR","Number","0","Units",,,79,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","COL","Colombia","NBR","Number","0","Units",,,115,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","COL","Colombia","NBR","Number","0","Units",,,367,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","COL","Colombia","NBR","Number","0","Units",,,6383,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,311,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","COL","Colombia","NBR","Number","0","Units",,,10,,
"ENDANGERED","Number of endangered species","BIRD","Birds","COL","Colombia","NBR","Number","0","Units",,,56,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","COL","Colombia","NBR","Number","0","Units",,,16,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","COL","Colombia","NBR","Number","0","Units",,,26,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","COL","Colombia","NBR","Number","0","Units",,,185,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,10,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,7,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,10,,
"ENDANGERED","Number of endangered species","MOSS","Mosses","COL","Colombia","NBR","Number","0","Units",,,5,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","COL","Colombia","NBR","Number","0","Units",,,44,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","COL","Colombia","NBR","Number","0","Units",,,7,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","COL","Colombia","NBR","Number","0","Units",,,17,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","COL","Colombia","NBR","Number","0","Units",,,11,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","COL","Colombia","NBR","Number","0","Units",,,14,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","COL","Colombia","NBR","Number","0","Units",,,112,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,7,,
"CRITICAL","Number of critically endangered species","MOSS","Mosses","COL","Colombia","NBR","Number","0","Units",,,8,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","COL","Colombia","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","COL","Colombia","NBR","Number","0","Units",,,25,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","COL","Colombia","NBR","Number","0","Units",,,67,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","COL","Colombia","NBR","Number","0","Units",,,17,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","COL","Colombia","NBR","Number","0","Units",,,15,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","COL","Colombia","NBR","Number","0","Units",,,425,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,67,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,43,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,92,,
"VULNERABLE","Number of vulnerable species","MOSS","Mosses","COL","Colombia","NBR","Number","0","Units",,,84,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","COL","Colombia","NBR","Number","0","Units",,,47,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","COL","Colombia","NBR","Number","0","Units",,,42,,
"THREATENED","Total number of threatened species","BIRD","Birds","COL","Colombia","NBR","Number","0","Units",,,140,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","COL","Colombia","NBR","Number","0","Units",,,44,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","COL","Colombia","NBR","Number","0","Units",,,55,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","COL","Colombia","NBR","Number","0","Units",,,722,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,81,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,56,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,109,,
"THREATENED","Total number of threatened species","MOSS","Mosses","COL","Colombia","NBR","Number","0","Units",,,97,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","COL","Colombia","NBR","Number","0","Units",,,97,,
"THREAT_PERCENT","Threatened species as % of known species","MAMMAL","Mammals","COL","Colombia","PC","Percentage","0","Units",,,8.537,,
"THREAT_PERCENT","Threatened species as % of known species","BIRD","Birds","COL","Colombia","PC","Percentage","0","Units",,,7.288,,
"THREAT_PERCENT","Threatened species as % of known species","REPTILE","Reptiles","COL","Colombia","PC","Percentage","0","Units",,,8.194,,
"THREAT_PERCENT","Threatened species as % of known species","AMPHIBIAN","Amphibians","COL","Colombia","PC","Percentage","0","Units",,,6.849,,
"THREAT_PERCENT","Threatened species as % of known species","VASCULAR_PLANT","Vascular plants","COL","Colombia","PC","Percentage","0","Units",,,2.59,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","COL","Colombia","PC","Percentage","0","Units",,,2.358,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","COL","Colombia","PC","Percentage","0","Units",,,2.8,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","COL","Colombia","PC","Percentage","0","Units",,,7.596,,
"THREAT_PERCENT","Threatened species as % of known species","MOSS","Mosses","COL","Colombia","PC","Percentage","0","Units",,,5.882,,
"THREAT_PERCENT","Threatened species as % of known species","INVERTEB","Invertebrates","COL","Colombia","PC","Percentage","0","Units",,,0.635,,
"TOT_KNOWN","Total number of known species","MOSS","Mosses","EST","Estonia","NBR","Number","0","Units",,,389,,
"TOT_KNOWN","Total number of known species","LICHEN","Lichens","EST","Estonia","NBR","Number","0","Units",,,469,,
"TOT_KNOWN","Total number of known species","INVERTEB","Invertebrates","EST","Estonia","NBR","Number","0","Units",,,627,,
"TOT_KNOWN_IND","Total number of indigenous known species","MOSS","Mosses","EST","Estonia","NBR","Number","0","Units",,,388,,
"TOT_KNOWN_IND","Total number of indigenous known species","LICHEN","Lichens","EST","Estonia","NBR","Number","0","Units",,,458,,
"TOT_KNOWN_IND","Total number of indigenous known species","INVERTEB","Invertebrates","EST","Estonia","NBR","Number","0","Units",,,610,,
"ENDANGERED","Number of endangered species","MOSS","Mosses","EST","Estonia","NBR","Number","0","Units",,,21,,
"ENDANGERED","Number of endangered species","LICHEN","Lichens","EST","Estonia","NBR","Number","0","Units",,,32,,
"ENDANGERED","Number of endangered species","INVERTEB","Invertebrates","EST","Estonia","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","MOSS","Mosses","EST","Estonia","NBR","Number","0","Units",,,11,,
"CRITICAL","Number of critically endangered species","LICHEN","Lichens","EST","Estonia","NBR","Number","0","Units",,,13,,
"CRITICAL","Number of critically endangered species","INVERTEB","Invertebrates","EST","Estonia","NBR","Number","0","Units",,,7,,
"VULNERABLE","Number of vulnerable species","MOSS","Mosses","EST","Estonia","NBR","Number","0","Units",,,99,,
"VULNERABLE","Number of vulnerable species","LICHEN","Lichens","EST","Estonia","NBR","Number","0","Units",,,68,,
"VULNERABLE","Number of vulnerable species","INVERTEB","Invertebrates","EST","Estonia","NBR","Number","0","Units",,,10,,
"THREATENED","Total number of threatened species","MOSS","Mosses","EST","Estonia","NBR","Number","0","Units",,,131,,
"THREATENED","Total number of threatened species","LICHEN","Lichens","EST","Estonia","NBR","Number","0","Units",,,113,,
"THREATENED","Total number of threatened species","INVERTEB","Invertebrates","EST","Estonia","NBR","Number","0","Units",,,19,,
"ENDANGERED_IND","Number of endangered indigenous species","MOSS","Mosses","EST","Estonia","NBR","Number","0","Units",,,21,,
"ENDANGERED_IND","Number of endangered indigenous species","LICHEN","Lichens","EST","Estonia","NBR","Number","0","Units",,,32,,
